n_HD	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst	Simbad
 	136415	CP-58  5908A	20663	5704	 75323	15 23 22.66	-59 19 14.5	 4.48	   	gam  	Cir	Simbad
 	136422	CD-35 10236 	20643	5705	 75177	15 21 48.44	-36 15 40.2	 3.57	   	phi01	Lup	Simbad
 	136504	CD-44 10066 	20659	5708	 75264	15 22 40.89	-44 41 22.5	 3.37	   	eps  	Lup	Simbad
 	136512	BD+30  2647 	20619	5709	 75049	15 20 08.64	+29 36 58.7	 5.51	  1	omi  	CrB	Simbad
 	136514	BD+01  3067 	20637	5710	 75119	15 21 02.02	+00 42 56.1	 5.35	  6	     	Ser	Simbad
 	136664	CD-36 10103 	20676	5712	 75304	15 23 09.36	-36 51 30.4	 4.54	   	phi02	Lup	Simbad
X	136726	BD+72   678 	20598	5714	 74793	15 17 05.88	+71 49 26.0	 5.02	 11	     	UMi	Simbad
X	136726	BD+72   678 	20598	5714	 74793	15 17 05.88	+71 49 26.0	 5.02	   	gam01	UMi	Simbad
 	136753	BD+31  2725 	20662	    	      	15 21 23.80	+31 22 02.0	10.10	   	S    	CrB	Simbad
 	136801	BD-14  4188 	20683	    	 75294	15 23 01.78	-15 08 02.7	 6.46	 30	     	Lib	Simbad
 	136831	BD+13  2928 	20681	5717	 75230	15 22 23.24	+12 34 03.1	 6.29	  7	     	Ser	Simbad
 	136849	BD+33  2581 	20672	5718	 75178	15 21 48.61	+32 56 01.2	 5.38	 50	     	Boo	Simbad
 	136933	CD-39  9827 	20698	5719	 75439	15 24 45.03	-39 42 36.5	 5.36	   	ups  	Lup	Simbad
X	137006	BD-00  2961 	20697	5721	 75342	15 23 43.67	-01 01 20.3	 6.11	  8	     	Ser	Simbad
X	137006	BD-00  2961 	20697	5721	 75342	15 23 43.67	-01 01 20.3	 6.11	  8	tau01	Ser	Simbad
 	137052	BD-09  4138 	20699	5723	 75379	15 24 11.93	-10 19 18.8	 4.92	 31	eps  	Lib	Simbad
 	137058	CD-38 10289 	20714	5724	 75501	15 25 20.25	-38 44 00.9	 4.60	   	k    	Lup	Simbad
 	137107	BD+30  2653A	20696	5727	 75312	15 23 12.23	+30 17 17.7	 4.99	  2	eta  	CrB	Simbad
 	137108	BD+30  2653B	     	5728	      	15 23 12.30	+30 17 16.0	 6.08	  2	eta  	CrB	Simbad
 	137333	CP-84   510 	20915	5729	 76996	15 43 16.10	-84 27 55.8	 5.57	   	rho  	Oct	Simbad
 	137387	CP-72  1802 	20801	5730	 76013	15 31 30.82	-73 23 22.4	 5.40	   	kap01	Aps	Simbad
X	137391	BD+37  2636 	20724	5733	 75411	15 24 29.54	+37 22 37.1	 4.31	 51	mu.01	Boo	Simbad
X	137391	BD+37  2636 	20724	5733	 75411	15 24 29.54	+37 22 37.1	 4.31	 51	mu.  	Boo	Simbad
X	137392	BD+37  2637 	20725	5734	 75415	15 24 30.97	+37 20 49.5	 6.51	 51	mu.02	Boo	Simbad
X	137392	BD+37  2637 	20725	5734	 75415	15 24 30.97	+37 20 49.5	 6.51	 51	mu.  	Boo	Simbad
X	137422	BD+72   679 	20692	5735	 75097	15 20 43.75	+71 50 02.3	 3.00	 13	gam  	UMi	Simbad
X	137422	BD+72   679 	20692	5735	 75097	15 20 43.75	+71 50 02.3	 3.00	   	gam02	UMi	Simbad
M	137471	BD+15  2858 	20740	5739	 75530	15 25 47.41	+15 25 41.0	 5.16	  9	tau01	Ser	Simbad
 	137686	BD+73   672 	20709	    	 75152	15 21 30.24	+73 28 35.7	 7.52	 14	     	UMi	Simbad
X	137744	BD-16  4089 	20782	5743	 75730	15 28 15.40	-16 42 59.1	 5.64	 32	     	Lib	Simbad
X	137744	BD-16  4089 	20782	5743	 75730	15 28 15.40	-16 42 59.1	 5.64	 32	zet01	Lib	Simbad
M	137759	BD+59  1654 	20747	5744	 75458	15 24 55.78	+58 57 57.7	 3.29	 12	iot  	Dra	Simbad
 	137898	BD+02  2965 	20805	5746	 75761	15 28 38.29	+01 50 31.8	 5.15	 10	     	Ser	Simbad
M	137909	BD+29  2670 	20795	5747	 75695	15 27 49.85	+29 06 19.8	 3.66	  3	bet  	CrB	Simbad
X	137949	BD-16  4093 	20814	    	 75848	15 29 34.78	-17 26 27.4	 6.69	 33	     	Lib	Simbad
X	137949	BD-16  4093 	20814	    	 75848	15 29 34.78	-17 26 27.4	 6.69	 34	zet02	Lib	Simbad
X	138137	BD-16  4099 	20842	5750	 75944	15 30 40.39	-16 36 34.0	 5.82	 34	     	Lib	Simbad
X	138137	BD-16  4099 	20842	5750	 75944	15 30 40.39	-16 36 34.0	 5.82	 34	zet03	Lib	Simbad
 	138481	BD+41  2609 	20866	5763	 75973	15 30 55.75	+40 49 59.0	 5.04	 52	nu.01	Boo	Simbad
X	138485	BD-16  4110 	20887	5764	 76126	15 32 55.23	-16 51 10.1	 5.53	 35	zet  	Lib	Simbad
X	138485	BD-16  4110 	20887	5764	 76126	15 32 55.23	-16 51 10.1	 5.53	 35	zet04	Lib	Simbad
 	138527	BD+16  2797 	20880	5770	 76069	15 32 09.68	+16 03 22.1	 6.22	 12	tau02	Ser	Simbad
 	138538	CP-65  3102 	20932	5771	 76440	15 36 43.19	-66 19 00.9	 4.11	   	eps  	TrA	Simbad
M	138562	BD-00  2982 	20896	5772	 76133	15 32 57.95	-01 11 10.7	 5.50	 11	A01  	Ser	Simbad
 	138629	BD+41  2611 	20883	5774	 76041	15 31 46.99	+40 53 57.7	 4.98	 53	nu.02	Boo	Simbad
 	138688	CD-27 10443 	20918	5775	 76259	15 34 37.31	-28 02 48.9	 5.13	 36	     	Lib	Simbad
 	138690	CD-40  9760 	20926	5776	 76297	15 35 08.46	-41 10 00.1	 2.80	   	gam  	Lup	Simbad
 	138716	BD-09  4171 	20914	5777	 76219	15 34 10.52	-10 03 50.3	 4.61	 37	     	Lib	Simbad
 	138749	BD+31  2750 	20908	5778	 76127	15 32 55.80	+31 21 33.0	 4.14	  4	the  	CrB	Simbad
 	138769	CD-44 10239 	20943	5781	 76371	15 35 53.27	-44 57 30.0	 4.55	   	d    	Lup	Simbad
 	138800	CP-73  1625 	21003	5782	 76750	15 40 21.36	-73 26 47.9	 5.64	   	kap02	Aps	Simbad
M	138905	BD-14  4237 	20949	5787	 76333	15 35 31.54	-14 47 22.4	 3.91	 38	gam  	Lib	Simbad
 	138917	BD+11  2821B	20941	5788	 76276	15 34 48.19	+10 32 19.9	 3.80	 13	del  	Ser	Simbad
 	138918	BD+11  2821A	20942	5789	      	15 34 48.10	+10 32 21.0	 3.80	 13	del  	Ser	Simbad
M	139006	BD+27  2512 	20947	5793	 76267	15 34 41.19	+26 42 53.7	 2.22	  5	alf  	CrB	Simbad
 	139063	CD-27 10464 	20979	5794	 76470	15 37 01.46	-28 08 06.3	 3.60	 39	ups  	Lib	Simbad
 	139074	BD+18  3044 	20962	5795	 76337	15 35 33.28	+17 39 20.1	 6.10	 15	tau03	Ser	Simbad
 	139127	CD-42 10601 	21001	5797	 76552	15 38 03.32	-42 34 02.9	 4.34	   	ome  	Lup	Simbad
 	139137	BD-00  2988 	20980	5799	 76427	15 36 33.72	-00 33 41.3	 6.51	 14	     	Ser	Simbad
 	139153	BD+39  2889 	20964	5800	 76307	15 35 14.90	+39 00 36.2	 5.14	  6	mu.  	CrB	Simbad
 	139195	BD+10  2884 	20981	5802	 76425	15 36 29.55	+10 00 37.6	 5.26	 16	     	Ser	Simbad
 	139216	BD+15  2890 	20983	    	 76423	15 36 28.19	+15 06 05.0	 6.51	 17	tau04	Ser	Simbad
 	139225	BD+16  2807 	20985	5804	 76424	15 36 29.20	+16 07 08.8	 5.93	 18	tau05	Ser	Simbad
 	139365	CD-29 11837 	21019	5812	 76600	15 38 39.38	-29 46 39.7	 3.66	 40	tau  	Lib	Simbad
 	139446	BD-18  4118 	21031	5814	 76628	15 38 54.51	-19 18 06.2	 5.36	 41	     	Lib	Simbad
 	139521	CD-33 10631 	21042	5820	 76705	15 39 45.97	-34 24 42.8	 4.66	  3	psi01	Lup	Simbad
M	139641	BD+40  2907 	21032	5823	 76534	15 37 49.55	+40 21 11.8	 5.25	 54	phi  	Boo	Simbad
 	139663	CD-23 12458 	21057	5824	 76742	15 40 16.91	-23 49 05.0	 4.97	 42	     	Lib	Simbad
 	139664	CD-44 10310 	21070	5825	 76829	15 41 11.52	-44 39 38.0	 4.64	   	g    	Lup	Simbad
 	139669	BD+77   592 	20952	5826	 76008	15 31 25.05	+77 20 57.6	 5.00	 15	the  	UMi	Simbad
 	139777	BD+80   480 	20929	5829	 75809	15 29 11.97	+80 26 54.0	 6.57	   	pi.01	UMi	Simbad
 	139813	BD+80   481 	20935	    	 75829	15 29 23.77	+80 27 00.3	 7.53	   	pi.01	UMi	Simbad
 	139891	BD+37  2665B	21063	5833	 76669	15 39 22.20	+36 38 12.0	 6.00	  7	zet01	CrB	Simbad
X	139892	BD+37  2665A	21064	5834	 76669	15 39 22.70	+36 38 09.0	 5.07	  7	zet02	CrB	Simbad
X	139892	BD+37  2665A	21064	5834	 76669	15 39 22.70	+36 38 09.0	 5.07	  7	zet01	CrB	Simbad
 	139980	CD-37 10441 	21103	5837	 76939	15 42 38.35	-37 25 29.6	 5.23	   	h    	Lup	Simbad
 	139997	BD-19  4188 	21094	5838	 76880	15 41 56.82	-19 40 42.9	 4.75	 43	kap  	Lib	Simbad
 	140008	CD-34 10494 	21106	5839	 76945	15 42 41.04	-34 42 37.2	 4.75	  4	psi02	Lup	Simbad
 	140027	BD+16  2816 	21089	5840	 76810	15 40 59.09	+16 01 28.7	 6.00	 19	tau06	Ser	Simbad
 	140159	BD+20  3138 	21102	5842	 76852	15 41 33.09	+19 40 13.8	 4.51	 21	iot  	Ser	Simbad
 	140160	BD+13  2982 	21105	5843	 76866	15 41 47.39	+12 50 51.1	 5.34	 20	chi  	Ser	Simbad
 	140232	BD+18  3059 	21111	5845	 76878	15 41 54.76	+18 27 50.0	 5.80	 22	tau07	Ser	Simbad
 	140417	BD-15  4171 	21146	5848	 77060	15 44 04.42	-15 40 21.6	 5.41	 44	eta  	Lib	Simbad
 	140436	BD+26  2722 	21130	5849	 76952	15 42 44.64	+26 17 43.9	 3.81	  8	gam  	CrB	Simbad
 	140538	BD+02  2989 	21155	5853	 77052	15 44 01.85	+02 30 55.9	 5.86	 23	psi  	Ser	Simbad
M	140573	BD+06  3088 	21158	5854	 77070	15 44 16.00	+06 25 31.9	 2.63	 24	alf  	Ser	Simbad
 	140716	BD+32  2621 	21161	5855	 77048	15 43 59.32	+32 30 57.0	 5.57	  9	pi.  	CrB	Simbad
 	140729	BD+17  2906 	21164	5858	 77111	15 44 42.15	+17 15 51.2	 6.15	 26	tau08	Ser	Simbad
M	140873	BD-01  3092 	21187	5863	 77227	15 46 05.65	-01 48 14.8	 5.39	 25	A02  	Ser	Simbad
 	141003	BD+15  2911 	21194	5867	 77233	15 46 11.21	+15 25 18.9	 3.65	 28	bet  	Ser	Simbad
 	141004	BD+07  3023 	21201	5868	 77257	15 46 26.75	+07 21 11.7	 4.42	 27	lam  	Ser	Simbad
 	141187	BD+14  2939 	21224	5870	 77336	15 47 17.35	+14 06 55.0	 5.71	 31	ups  	Ser	Simbad
 	141378	BD-03  3829 	21251	5875	 77464	15 48 56.81	-03 49 06.7	 5.53	 30	     	Ser	Simbad
 	141477	BD+18  3074 	21255	5879	 77450	15 48 44.41	+18 08 30.4	 4.09	 35	kap  	Ser	Simbad
 	141513	BD-02  4052 	21269	5881	 77516	15 49 37.27	-03 25 48.5	 3.54	 32	mu.  	Ser	Simbad
 	141527	BD+28  2477 	21257	5880	 77442	15 48 34.42	+28 09 24.4	 5.89	   	R    	CrB	Simbad
 	141556	CD-33 10754 	21281	5883	 77634	15 50 57.54	-33 37 37.6	 3.97	  5	chi  	Lup	Simbad
 	141637	CD-25 11131 	21285	5885	 77635	15 50 58.75	-25 45 04.4	 4.63	  1	b    	Sco	Simbad
 	141652	BD+80   487 	21163	    	 76695	15 39 38.72	+79 58 59.2	 6.89	   	pi.02	UMi	Simbad
 	141680	BD+02  3007 	21280	5888	 77578	15 50 17.53	+02 11 47.8	 5.21	 34	ome  	Ser	Simbad
 	141714	BD+26  2737 	21276	5889	 77512	15 49 35.70	+26 04 06.8	 4.59	 10	del  	CrB	Simbad
 	141767	CP-68  2585 	21328	5891	 77982	15 55 29.61	-68 36 10.8	 5.11	   	kap  	TrA	Simbad
 	141795	BD+04  3069 	21288	5892	 77622	15 50 48.89	+04 28 39.3	 3.71	 37	eps  	Ser	Simbad
 	141850	BD+15  2918 	21292	5894	      	15 50 41.70	+15 08 01.0	 5.20	   	R    	Ser	Simbad
 	141851	BD-02  4058 	21301	5895	 77660	15 51 15.65	-03 05 25.5	 5.09	 36	b    	Ser	Simbad
 	141891	CP-63  3723 	21332	5897	 77952	15 55 08.81	-63 25 47.1	 2.83	   	bet  	TrA	Simbad
 	141992	BD+21  2829 	21311	5899	 77661	15 51 15.94	+20 58 40.4	 4.74	 38	rho  	Ser	Simbad
 	142091	BD+36  2652 	21319	5901	 77655	15 51 13.94	+35 39 29.6	 4.79	 11	kap  	CrB	Simbad
 	142096	BD-19  4249 	21327	5902	 77811	15 53 20.06	-20 10 01.2	 5.04	 45	lam  	Lib	Simbad
M	142105	BD+78   527 	21243	5903	 77055	15 44 03.46	+77 47 40.2	 4.29	 16	zet  	UMi	Simbad
M	142114	CD-24 12352 	21329	5904	 77840	15 53 36.73	-25 19 37.5	 4.59	  2	A    	Sco	Simbad
 	142198	BD-16  4174 	21342	5908	 77853	15 53 49.48	-16 43 46.6	 4.13	 46	the  	Lib	Simbad
 	142267	BD+13  3024 	21337	5911	 77801	15 53 12.19	+13 11 52.8	 6.07	 39	     	Ser	Simbad
 	142301	CD-24 12365 	21355	5912	 77909	15 54 39.54	-25 14 37.2	 5.87	  3	     	Sco	Simbad
 	142373	BD+42  2648 	21340	5914	 77760	15 52 40.19	+42 27 00.0	 4.60	  1	chi  	Her	Simbad
 	142378	BD-18  4195 	21364	5915	 77939	15 55 00.37	-19 22 58.4	 5.95	 47	     	Lib	Simbad
 	142445	CD-25 11190 	21371	5917	 77984	15 55 30.10	-26 15 57.3	 5.63	  4	     	Sco	Simbad
 	142500	BD+09  3116 	21367	5919	 77910	15 54 40.27	+08 34 49.2	 6.28	 40	     	Ser	Simbad
X	142629	CD-33 10826A	21395	5925	 78105	15 56 53.48	-33 57 57.7	 5.14	   	ksi01	Lup	Simbad
X	142629	CD-33 10826A	21395	5925	 78105	15 56 53.48	-33 57 57.7	 5.14	   	ksi  	Lup	Simbad
X	142630	CD-33 10826B	21396	5926	 78106	15 56 54.11	-33 57 51.0	 5.59	   	ksi02	Lup	Simbad
X	142630	CD-33 10826B	21396	5926	 78106	15 56 54.11	-33 57 51.0	 5.59	   	ksi  	Lup	Simbad
 	142669	CD-28 11714 	21398	5928	 78104	15 56 53.09	-29 12 50.4	 3.87	  5	rho  	Sco	Simbad
 	142780	BD+43  2542 	21382	5932	 77907	15 54 37.88	+43 08 18.3	 5.35	  2	     	Her	Simbad
 	142860	BD+16  2849 	21408	5933	 78072	15 56 26.99	+15 39 53.0	 3.85	 41	gam  	Ser	Simbad
 	142908	BD+38  2712 	21402	5936	 78012	15 55 47.57	+37 56 48.3	 5.43	 12	lam  	CrB	Simbad
 	142926	BD+42  2652 	21400	5938	 77986	15 55 30.61	+42 33 58.1	 5.73	  4	     	Her	Simbad
 	142980	BD+14  2969 	21428	5940	 78132	15 57 14.64	+14 24 51.4	 5.54	   	phi  	Ser	Simbad
 	142983	BD-13  4302 	21439	5941	 78207	15 58 11.38	-14 16 45.5	 4.95	 48	     	Lib	Simbad
 	143018	CD-25 11228 	21447	5944	 78265	15 58 51.12	-26 06 50.6	 2.89	  6	pi.  	Sco	Simbad
M	143107	BD+27  2558 	21440	5947	 78159	15 57 35.30	+26 52 40.9	 4.14	 13	eps  	CrB	Simbad
 	143118	CD-38 10797 	21478	5948	 78384	16 00 07.34	-38 23 47.9	 3.42	   	eta  	Lup	Simbad
M	143275	BD-22  4068 	21489	5953	 78401	16 00 20.01	-22 37 17.8	 2.29	  7	del  	Sco	Simbad
 	143333	BD-16  4196 	21495	5954	 78400	16 00 19.98	-16 31 56.6	 5.47	 49	     	Lib	Simbad
 	143454	BD+26  2765 	21491	5958	      	15 59 30.20	+25 55 13.0	 2.00	   	T    	CrB	Simbad
 	143459	BD-07  4162 	21502	5959	 78436	16 00 47.64	-08 24 40.8	 5.53	 50	     	Lib	Simbad
 	143474	CP-57  7500 	21535	5961	 78662	16 03 32.22	-57 46 29.5	 4.63	   	iot01	Nor	Simbad
 	143546	CD-48 10512 	21539	5962	 78639	16 03 12.86	-49 13 47.0	 4.65	   	eta  	Nor	Simbad
 	143666	BD+18  3101 	21525	5966	 78481	16 01 14.35	+17 49 04.9	 5.10	  5	r    	Her	Simbad
 	143761	BD+33  2663 	21527	5968	 78459	16 01 02.80	+33 18 19.4	 5.39	 15	rho  	CrB	Simbad
 	143807	BD+30  2738 	21534	5971	 78493	16 01 26.59	+29 51 03.9	 4.98	 14	iot  	CrB	Simbad
 	143894	BD+23  2886 	21552	5972	 78554	16 02 17.69	+22 48 15.8	 4.82	 44	pi.  	Ser	Simbad
 	144046	BD+05  3131 	21582	5976	 78685	16 03 45.71	+04 59 12.5	 6.07	 43	     	Ser	Simbad
X	144069	BD-10  4237A	21593	5977	 78727	16 04 21.63	-11 22 24.8	 4.16	   	ksi  	Sco	Simbad
X	144069	BD-10  4237A	21593	5977	 78727	16 04 21.63	-11 22 24.8	 4.16	   	ksi01	Sco	Simbad
X	144070	BD-10  4237B	     	5978	      	16 04 22.10	-11 22 23.0	 4.77	   	ksi  	Sco	Simbad
X	144070	BD-10  4237B	     	5978	      	16 04 22.10	-11 22 23.0	 4.77	   	ksi01	Sco	Simbad
 	144197	CD-44 10625 	21615	5980	 78914	16 06 29.42	-45 10 23.8	 4.73	   	del  	Nor	Simbad
 	144205	BD+47  2291 	21577	    	 78574	16 02 39.23	+47 14 24.7	 6.52	   	X    	Her	Simbad
 	144206	BD+46  2142 	21580	5982	 78592	16 02 47.85	+46 02 12.7	 4.72	  6	ups  	Her	Simbad
X	144217	BD-19  4307 	21609	5984	 78820	16 05 26.23	-19 48 19.4	 2.56	  8	bet01	Sco	Simbad
X	144217	BD-19  4307 	21609	5984	 78820	16 05 26.23	-19 48 19.4	 2.56	  8	bet  	Sco	Simbad
X	144218	BD-19  4308 	21610	5985	 78821	16 05 26.58	-19 48 06.6	 4.90	  8	bet02	Sco	Simbad
X	144218	BD-19  4308 	21610	5985	 78821	16 05 26.58	-19 48 06.6	 4.90	  8	bet  	Sco	Simbad
 	144284	BD+58  1608 	21572	5986	 78527	16 01 53.70	+58 33 52.0	 4.01	 13	the  	Dra	Simbad
 	144294	CD-36 10642 	21625	5987	 78918	16 06 35.56	-36 48 08.0	 4.22	   	the  	Lup	Simbad
 	144470	BD-20  4405 	21639	5993	 78933	16 06 48.43	-20 40 08.9	 3.93	  9	ome01	Sco	Simbad
 	144480	CP-57  7613 	21677	5994	 79153	16 09 18.56	-57 56 03.0	 5.57	   	iot02	Nor	Simbad
 	144608	BD-20  4408 	21659	5997	 78990	16 07 24.30	-20 52 07.2	 4.31	 10	ome02	Sco	Simbad
 	144708	BD-12  4425 	21667	6002	 79005	16 07 36.44	-12 44 43.2	 5.75	 11	     	Sco	Simbad
 	144874	BD+10  2958 	21682	6004	 79007	16 07 37.55	+09 53 30.3	 5.63	 45	     	Ser	Simbad
 	144937	BD+10  2959 	21692	    	 79047	16 08 05.73	+10 04 49.8	 6.74	 46	     	Ser	Simbad
M	145000	BD+17  2965 	21698	6009	 79045	16 08 04.97	+17 03 16.0	 6.25	  7	kap  	Her	Simbad
M	145001	BD+17  2964 	21696	6008	 79043	16 08 04.55	+17 02 49.2	 5.00	  7	kap  	Her	Simbad
 	145002	BD+08  3141 	21702	6010	 79072	16 08 28.08	+08 32 03.6	 5.69	 47	     	Ser	Simbad
 	145122	BD+17  2967 	21718	6013	 79102	16 08 46.64	+17 12 20.6	 6.13	  8	     	Her	Simbad
 	145328	BD+36  2699 	21733	6018	 79119	16 08 58.33	+36 29 24.4	 4.73	 16	tau  	CrB	Simbad
 	145361	CP-55  7229 	21783	6019	 79497	16 13 22.80	-55 32 27.0	 5.78	   	zet  	Nor	Simbad
 	145366	CP-78  1092 	21862	6020	 80047	16 20 20.84	-78 41 44.4	 4.68	   	del01	Aps	Simbad
 	145384	CP-53  7413 	21782	6022	 79490	16 13 16.97	-53 40 16.2	 6.03	 39	     	Nor	Simbad
 	145388	CP-78  1093 	21865	6021	 80057	16 20 26.86	-78 40 02.7	 5.27	   	del02	Aps	Simbad
 	145389	BD+45  2376 	21736	6023	 79101	16 08 46.20	+44 56 05.3	 4.23	 11	phi  	Her	Simbad
 	145397	CP-54  7245 	21787	6024	 79509	16 13 28.73	-54 37 49.5	 4.95	   	kap  	Nor	Simbad
 	145482	CD-27 10841 	21778	6028	 79404	16 12 18.21	-27 55 34.7	 4.58	 13	c02  	Sco	Simbad
 	145483	CD-28 11962 	21776	6029	 79399	16 12 16.05	-28 25 01.9	 5.67	 12	c01  	Sco	Simbad
X	145501	BD-19  4332 	21771	6026	      	16 11 58.60	-19 26 59.0	 6.30	 14	nu.  	Sco	Simbad
X	145501	BD-19  4332 	21771	6026	      	16 11 58.60	-19 26 59.0	 6.30	 14	nu.02	Sco	Simbad
X	145502	BD-19  4333 	21773	6027	 79374	16 11 59.74	-19 27 38.3	 4.00	 14	nu.  	Sco	Simbad
X	145502	BD-19  4333 	21773	6027	 79374	16 11 59.74	-19 27 38.3	 4.00	 14	nu.01	Sco	Simbad
 	145544	CP-63  3854 	21819	6030	 79664	16 15 26.27	-63 41 08.3	 3.86	   	del  	TrA	Simbad
X	145570	BD-09  4324 	21780	6031	 79375	16 12 00.00	-10 03 51.1	 4.93	 15	psi  	Sco	Simbad
X	145570	BD-09  4324 	21780	6031	 79375	16 12 00.00	-10 03 51.1	 4.93	 15	chi  	Sco	Simbad
 	145607	BD-08  4180 	21784	6033	 79387	16 12 07.29	-08 32 51.3	 5.43	 16	     	Sco	Simbad
 	145622	BD+77   616 	21676	6034	 78661	16 03 31.40	+76 47 38.0	 5.73	 18	     	UMi	Simbad
 	145647	BD+17  2982 	21777	6035	 79332	16 11 28.74	+16 39 56.4	 6.09	   	q    	Her	Simbad
 	145675	BD+44  2549 	21761	    	 79248	16 10 24.21	+43 49 06.1	 6.61	 14	     	Her	Simbad
X	145713	BD+23  2909 	21786	6039	 79349	16 11 38.05	+23 29 41.4	 5.74	 10	     	Her	Simbad
X	145713	BD+23  2909 	21786	6039	 79349	16 11 38.05	+23 29 41.4	 5.74	 10	LQ   	Her	Simbad
 	145842	CD-47 10611 	21836	6045	 79653	16 15 15.35	-47 22 18.9	 5.13	   	the  	Nor	Simbad
 	145892	BD+05  3165 	21815	6047	 79488	16 13 15.41	+05 01 16.0	 5.46	  9	     	Her	Simbad
 	145897	BD-11  4096 	21828	6048	 79540	16 13 50.91	-11 50 15.8	 5.24	 17	chi  	Sco	Simbad
 	145958	BD+13  3091 	21821	    	 79492	16 13 18.34	+13 31 40.5	 6.68	 49	     	Ser	Simbad
X	146051	BD-03  3903 	21838	6056	 79593	16 14 20.77	-03 41 38.3	 2.73	  1	del  	Oph	Simbad
X	146051	BD-03  3903 	21838	6056	 79593	16 14 20.77	-03 41 38.3	 2.73	   	the  	Oph	Simbad
 	146143	CD-49 10474 	21871	6058	 79790	16 17 00.94	-50 04 05.2	 4.97	   	gam01	Nor	Simbad
 	146233	BD-07  4242 	21864	6060	 79672	16 15 37.13	-08 22 05.7	 5.49	 18	     	Sco	Simbad
 	146279	BD+11  2947 	21858	    	 79634	16 15 01.26	+11 29 23.7	 7.67	 13	     	Her	Simbad
 	146361	BD+34  2750A	21863	6063	 79607	16 14 41.04	+33 51 31.8	 5.23	 17	sig  	CrB	Simbad
 	146362	BD+34  2750B	     	6064	      	16 14 40.80	+33 51 30.0	 6.66	 17	sig  	CrB	Simbad
 	146388	BD+19  3075 	21870	6065	 79666	16 15 28.68	+18 48 29.9	 5.72	 16	     	Her	Simbad
 	146624	CD-28 12037 	21910	6070	 79881	16 18 17.92	-28 36 49.6	 4.80	   	d    	Sco	Simbad
 	146667	CD-42 11188 	21923	6071	 79963	16 19 17.64	-42 40 26.2	 5.44	   	lam  	Nor	Simbad
 	146686	CD-49 10536 	21933	6072	 80000	16 19 50.57	-50 09 19.4	 4.01	   	gam02	Nor	Simbad
 	146738	BD+29  2803 	21900	6074	 79757	16 16 44.77	+29 09 01.1	 5.80	 18	ups  	CrB	Simbad
M	146791	BD-04  4086 	21920	6075	 79882	16 18 19.24	-04 41 33.4	 3.23	  2	eps  	Oph	Simbad
 	146926	BD+76   594 	21851	6079	 79280	16 10 49.53	+75 52 39.1	 5.48	 19	     	UMi	Simbad
 	147025	BD+26  2817 	21937	    	 79889	16 18 23.66	+25 53 48.1	 6.70	 19	     	Her	Simbad
 	147084	CD-23 12849 	21969	6081	 80079	16 20 38.18	-24 10 09.4	 4.55	 19	omi  	Sco	Simbad
 	147142	BD+75   586 	21880	6082	 79420	16 12 32.20	+75 12 38.1	 6.36	 20	     	UMi	Simbad
M	147165	CD-25 11485 	21982	6084	 80112	16 21 11.32	-25 35 33.9	 2.90	 20	sig  	Sco	Simbad
 	147394	BD+46  2169 	21987	6092	 79992	16 19 44.45	+46 18 47.8	 3.91	 22	tau  	Her	Simbad
 	147449	BD+01  3215 	22007	6093	 80179	16 22 04.44	+01 01 44.1	 4.82	 50	sig  	Ser	Simbad
 	147547	BD+19  3086 	22012	6095	 80170	16 21 55.24	+19 09 10.9	 3.74	 20	gam  	Her	Simbad
 	147584	CP-69  2558 	22089	6098	 80686	16 28 27.80	-70 05 04.8	 4.90	   	zet  	TrA	Simbad
 	147675	CP-78  1103 	22142	6102	 81065	16 33 27.46	-78 53 49.1	 3.86	   	gam  	Aps	Simbad
 	147677	BD+31  2845 	22020	6103	 80181	16 22 05.89	+30 53 30.2	 4.86	 19	ksi  	CrB	Simbad
 	147700	BD-19  4365 	22042	6104	 80343	16 24 06.20	-20 02 14.0	 4.48	  4	psi  	Oph	Simbad
 	147749	BD+34  2773 	22026	6107	 80197	16 22 21.42	+33 47 56.9	 5.20	 20	nu.01	CrB	Simbad
 	147767	BD+34  2774 	22029	6108	 80214	16 22 29.22	+33 42 12.1	 5.40	 21	nu.02	CrB	Simbad
 	147787	CP-63  3923 	22100	6109	 80645	16 27 57.27	-64 03 28.8	 5.28	   	iot  	TrA	Simbad
 	147835	BD+32  2716 	22040	6110	 80247	16 22 56.48	+32 19 58.9	 6.41	 23	     	Her	Simbad
X	147869	BD+07  3164 	22058	6111	 80351	16 24 10.83	+06 56 53.4	 5.83	 21	o    	Her	Simbad
X	147869	BD+07  3164 	22058	6111	 80351	16 24 10.83	+06 56 53.4	 5.83	   	omi  	Her	Simbad
X	147933	CD-23 12861A	22079	6112	 80473	16 25 35.12	-23 26 49.6	 4.57	  5	rho  	Oph	Simbad
X	147933	CD-23 12861A	22079	6112	 80473	16 25 35.12	-23 26 49.6	 4.57	  5	rho01	Oph	Simbad
X	147934	CD-23 12861B	22078	6113	      	16 25 35.10	-23 26 46.0	 5.92	  5	rho  	Oph	Simbad
X	147934	CD-23 12861B	22078	6113	      	16 25 35.10	-23 26 46.0	 5.92	  5	rho02	Oph	Simbad
 	147971	CD-47 10765 	22106	6115	 80582	16 27 11.05	-47 33 17.0	 4.46	   	eps  	Nor	Simbad
